web-scraper-order,web-scraper-start-url,more-button,professor link,professor link-href,Review-Body,Date,Course-Name,For-Credit,Attendance,Take-Again,Grade,Textbook,Quality,Difficulty,more-ratings
"1714780788-1015","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","Lorna was my professor for both 373 and 450. She taught very well for the way that I learn with many examples. She was also easy to approach when I needed extra help.","Jun 6th, 2011","BBUS373","Textbook: Yes","","","","","Quality4.5","3.0",""
"1714780788-1016","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","Her tests are irrelevant to her lectures. Do you know why? Because she does not know what she taught during her lectures since she comes in unprepared, stumbles through.  She is a kind, nice person but is an unprofessional professor. I just do not know how to succeed in this class. Sad reality is - she is the only one teaching this mandatory course","May 15th, 2011","BUS373","Textbook: No","","","","","Quality1.0","5.0",""
"1714780788-1017","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","She seems to know cost accounting, but her teaching methods are absolutely ineffective. She only grades on tests and a little participation, so it's hard to get a good grade if you do poorly on an exam. Her exams are nothing like the homework or practice exams, so beware. She's also got a horrible attitude and not friendly when there's a problem.","May 13th, 2011","BUSB","Textbook: No","","","","","Quality1.0","5.0",""
"1714780788-1018","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","She may not have the most fruitful lectures, but she teaches.  Exams are ok as long as you study and work through practice exams.  She'll offer help if you ask, but she def expects you to be an adult and ask, so don't sit there and wait for her to come forward.  While I don't think she's teacher of the year, she's def not as bad as what others say.","Jun 15th, 2010","BBUS373","Textbook: Yes","","","","","Quality5.0","3.0",""
"1714780788-1019","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","Prof. Hardin treats her students like adults and does not monitor attendance or if they do their homework, all that will come out during exams anyway. She's pleasant, talks about her subject from a real life perspective, and is always there to help if you ask for it. She states her expectations clearly and provides necessary materials to meet them.","Jun 11th, 2010","BBUS373","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714780788-1020","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","The professor makes the course not exciting, during lectures she makes frequent mistakes and are pointed out from her own students. Sometimes not sure what she is doing and asks the class for help...tests are easy if you follow through her practice exams. Grading is hard based on point-based system, so every point is precious to you.","Jun 6th, 2010","BBUS373C","Textbook: Yes","","","","","Quality2.0","3.0",""
"1714780788-1021","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","She is literally the worst teacher ever! She is never prepared for class and she is easily distracted. A typical class session is her reading the book power points for two hours straight. She will also tell you one thing about her grading and then surprise you with another. Her grading system is the worst out of any UWB class and you will learn not","Dec 25th, 2009","BBUS450","Textbook: Yes","","","","","Quality2.0","4.0",""
"1714780788-1022","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","Lorna is an excellent professor, always there to help.","Nov 12th, 2009","BBUS371","Textbook: Yes","","","","","Quality5.0","3.0",""
"1714780788-1023","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","This is the worst teacher I had had at UW Bothell. Avoid her at all cost. She did not prepare for lectures and made many mistakes when doing the problems. She does not seem to know what she is doing. UW is providing a poor service with this kind of teachers.","Jun 12th, 2009","BBUS373","Textbook: No","","","","","Quality1.0","5.0",""
"1714780788-1024","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","By far the worst professor I have taken at UW Bothell. She doesn't help, barely teaches, constantly complains about teaching, and has the worst attitude in the world. I can't believe I have to pay for the absolute pitiful service provided by this professor. If you're an accounting major at UW Bothell, avoid Lorna at all costs.","Jun 12th, 2009","BBUS371","Textbook: No","","","","","Quality1.0","5.0",""
"1714780788-1025","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.939 ratingsLorna HardinAccountingUniversity of Washington45% would take again 3.4 level of difficulty","https://www.ratemyprofessors.com/professor/1271743","Hardin was very helpful and seemed to have an interest in all of her students.  Homework, quizes, tests, one paper, and one small project comprise of the curriculum.  She has a review before the tests and generally quizes and tests reflect the less complex problems found in the homework. I would recomend taking her for accounting classes.","May 5th, 2009","BUS211","Textbook: Yes","","","","","Quality4.5","2.0",""
"1714780795-1026","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY1.01 ratingsDean GibsonComputer ScienceUniversity of WashingtonN/A would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1228442","Worst computer science professor I've had... by far!!! Avoid him at all costs. Lectures are all over the place - borderline incomprehensible. Tests are not an accurate assessment of knowledge. His class was a complete waste of time and money. He seems to know the material well, but has no clue how to transfer the knowledge to students.","Sep 29th, 2009","CSS342","Textbook: No","","","","","Quality1.0","4.0",""
"1714780802-1027","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.34 ratingsJerelyn ResnickNursingUniversity of WashingtonN/A would take again 1.3 level of difficulty","https://www.ratemyprofessors.com/professor/1214345","She was great and fun made the class more interesting!!","Apr 18th, 2012","BNURS350","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714780802-1028","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.34 ratingsJerelyn ResnickNursingUniversity of WashingtonN/A would take again 1.3 level of difficulty","https://www.ratemyprofessors.com/professor/1214345","Easy Class.","Aug 2nd, 2011","BNUR350","Textbook: Yes","","","","","Quality4.5","1.0",""
"1714780802-1029","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.34 ratingsJerelyn ResnickNursingUniversity of WashingtonN/A would take again 1.3 level of difficulty","https://www.ratemyprofessors.com/professor/1214345","Very helpful. Engaging class. Class went by fast. I would take her class again. Clearly outlines expectations and assignments.","May 13th, 2010","BCUSPDCII","Textbook: No","","","","","Quality4.5","1.0",""
"1714780802-1030","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.34 ratingsJerelyn ResnickNursingUniversity of WashingtonN/A would take again 1.3 level of difficulty","https://www.ratemyprofessors.com/professor/1214345","I would only suggest her class to the extremely motivated because it's way too easy to get away with doing nothing. Awesome teacher with the best of intentions, but honestly my class was a waste of tuition..","Mar 15th, 2010","UWBCUSP","Textbook: Yes","","","","","Quality3.0","1.0",""
"1714780809-1031","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.43 ratingsAnthony SmithEducationUniversity of Washington100% would take again 3.7 level of difficulty","https://www.ratemyprofessors.com/professor/1179877","Dr. Smith is a pro, if you are looking here, its a no brainer take the class!","Sep 16th, 2018","BEDUC491","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: No","Quality5.0","4.0",""
"1714780809-1032","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.43 ratingsAnthony SmithEducationUniversity of Washington100% would take again 3.7 level of difficulty","https://www.ratemyprofessors.com/professor/1179877","Great!","Oct 13th, 2009","HOST101","Textbook: No","","","","","Quality3.0","3.0",""
"1714780809-1033","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.43 ratingsAnthony SmithEducationUniversity of Washington100% would take again 3.7 level of difficulty","https://www.ratemyprofessors.com/professor/1179877","Tony is the best teacher ever. He really makes us think about the subject outside of class.  I definitely recommend you take his class.","Sep 17th, 2008","BEDUC501","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714780821-1034","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","Prof. Panitz provides clear criteria for assignments. His lectures are helpful and insightful. In particular, his description for how to remove nodes from a binary search tree helped me in later classes.","May 27th, 2023","CSS290","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: N/A","Quality4.0","3.0",""
"1714780821-1035","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","Tough class, good teacher","Oct 10th, 2022","CSS430","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality5.0","4.0",""
"1714780821-1036","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","He is very unorganized and tough grader if it is not in your program or take the class with someone else.","May 17th, 2017","CSS430","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: No","Quality1.0","4.0",""
"1714780821-1037","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","He is detail-oriented and demands a lot of time and efforts from students. He records the lectures and uploads them online, so you can watch them again at home if you want to go over some of the things he said in class. He is very well-organized and covers almost all aspect of 430, which means you will learn A LOT if you stay the course.","Aug 20th, 2016","CSS430","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality5.0","5.0",""
"1714780821-1038","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","Processor Panitz is unorganized and unprepared, this class was made more difficult due to the incompetence of the professor.  The only thing that you will learn from this class is how to extract information from an unwilling processor, and then will only be more confused by the answers.","Aug 18th, 2016","CSS430","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality1.0","4.0",""
"1714780821-1039","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","I took this class because it was required for my major, and I needed to take a minimum number of credits to qualify for financial aid over the summer. I would have been better off taking underwater basket-weaving then taking a class with professor Panitz. The professor doesn't answer questions, and does not tell students what to expect on exams.","Aug 15th, 2016","CSS430","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality1.0","5.0",""
"1714780821-1040","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","Mike has no clue what he is doing or talking about. He regularly provides information that is incorrect, or answers student questions by saying ""It's magic!"" Assignment directions are unclear at best and convoluted at worst. On exams he tests on material not covered in lecture. Additionally, he does not provide study guides for exams or allow notes","Aug 11th, 2016","CSS430","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality1.0","1.0",""
"1714780821-1041","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","Do not take Operating Systems with Prof. Panitz.  End of Story.","Jul 30th, 2016","CSS430","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","","Quality1.0","5.0",""
"1714780821-1042","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","I loved this course. Mike convinced me to continue my goal of becoming a programmer  in the game developing area. The class was fun and Mike was well organized and clear in his lectures. You can tell he loves this material and teaching. Everyone taking computer science should take Mike's class.","Jul 22nd, 2008","CSS290","Textbook: Yes","","","","","Quality5.0","3.0",""
"1714780821-1043","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.58 ratingsMike PanitzComputer ScienceUniversity of Washington38% would take again 3.9 level of difficulty","https://www.ratemyprofessors.com/professor/1155517","Mike was a great teacher!  The course (Video Games and basic programing) was fun, I learned a lot, and really cool!","Jul 17th, 2008","CSS290","Textbook: Yes","","","","","Quality5.0","4.0",""
"1714780828-1044","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.06 ratingsKaren GourdEducationUniversity of Washington100% would take again 3.2 level of difficulty","https://www.ratemyprofessors.com/professor/1146783","She's a bit... out there... sure, but she means well and has immense knowledge.  And even great passion, something not many professors have.  But you have to work for your grade.  No free pass.","May 30th, 2016","BEDUC544","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","","Quality4.0","4.0",""
"1714780828-1045","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.06 ratingsKaren GourdEducationUniversity of Washington100% would take again 3.2 level of difficulty","https://www.ratemyprofessors.com/professor/1146783","Karen is extremely intelligent, has years of experience, and is bubbly and kind. However, these things do not translate in being an effective educator. She is disorganized, has high expectations, but does not articulate those expectations clearly. I struggled in this class and I would choose not to take classes from her in the future.","Dec 2nd, 2015","BEDUC441","For Credit: Yes","Textbook: Yes","","","","Quality1.5","4.0",""
"1714780828-1046","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.06 ratingsKaren GourdEducationUniversity of Washington100% would take again 3.2 level of difficulty","https://www.ratemyprofessors.com/professor/1146783","Wonderful and inspiring, I have taken two courses from Prof. Gourd and I highly rec. her, especially if you are planning to be in education.  Lots of reading and writing, but very worthwhile.","Mar 18th, 2011","BEDUC498","Textbook: No","","","","","Quality5.0","3.0",""
"1714780828-1047","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.06 ratingsKaren GourdEducationUniversity of Washington100% would take again 3.2 level of difficulty","https://www.ratemyprofessors.com/professor/1146783","If you like clarity in your professor don't take her, she was constantly rushed and never really gave any clear directions and chnaged due dates. She did not grade anything until the quarter was done so you didn't know what you were doing wrong so you could fix it. If you like structure and knowing where you stand don't take her.","Jun 15th, 2010","BEDUC320","Textbook: Yes","","","","","Quality2.0","3.0",""
"1714780828-1048","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.06 ratingsKaren GourdEducationUniversity of Washington100% would take again 3.2 level of difficulty","https://www.ratemyprofessors.com/professor/1146783","Teacher was very nice but a little ""out there"".  Ended the class with a good grade but had a LOT of unnecessary work.  Lots of busy work and class attendance is a must.","Sep 27th, 2009","BEDUC320","Textbook: Yes","","","","","Quality2.0","2.0",""
"1714780828-1049","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.06 ratingsKaren GourdEducationUniversity of Washington100% would take again 3.2 level of difficulty","https://www.ratemyprofessors.com/professor/1146783","Extremly nice teacher... concepts were a bit challenging... slightly biased grading based on her own opinions.  Overall very nice teacher and great class.  Class once a week 100% attendance required but everyone managed with at least a B.  Would recomend","Jun 14th, 2008","BEDU320","Textbook: Yes","","","","","Quality3.5","3.0",""
"1714780855-1050","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","one of the best professors I've had so far. she actually cares about the material, like a lot and really wants to help you understand. she has 2 kids so prolly why she understands how to help so well. mon. are lecture days and wed. is lab day. lab day is super chill and you can work with others and she wants you to get 100% on it so ask for help.","May 21st, 2018","BHLTH215","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Helpful 0 1","Quality5.0","2.0",""
"1714780855-1051","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Great professor. Just make sure to attend class and study in a timely-manner. Her wording on quizzes & tests can be tricky, but overall she is very helpful and efficient with communicating to students.","Nov 28th, 2016","BHS403","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: No","Quality5.0","4.0",""
"1714780855-1052","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Class is easy. I only read the first two chapters of the textbook and stopped because the quizzes are based off of her lectures. Every Wednesday, it is lab day; you use and excel program or use equations to fill our the packet/ worksheet. If you don't finish it in class, then it is homework (which isn't due until Monday).","May 19th, 2016","BMATH215","For Credit: Yes","Textbook: No","","","","Quality4.0","2.0",""
"1714780855-1053","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Professor Stone is by far my favorite professor I've had. She is so helpful and a very good teacher. I took statistics with her and I have never been good at math, but she definitely made it understandable. I really want to take her class again. She can be a bit slow at grading and giving back labs, but if you ask her for it she will give it to you","Mar 2nd, 2015","BHS215","For Credit: Yes","Textbook: No","","","","Quality5.0","2.0",""
"1714780855-1054","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Best professor at UWB, hands down!","Aug 9th, 2012","BIS315","Textbook: Yes","","","","","Quality5.0","3.0",""
"1714780855-1055","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","A great class. Now one of my favorite professors at UWB! Love her energy!! Overall pretty easy class.","Mar 8th, 2012","BIS312","Textbook: No","","","","","Quality5.0","2.0",""
"1714780855-1056","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Drugs and Alcohol Dependence class. Interesting class and lectures. Work is not difficult at all. She's fun and super enthusiastic about the topic.","Jun 6th, 2011","BIS493","Textbook: Yes","","","","","Quality5.0","1.0",""
"1714780855-1057","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Her class is not that hard if u do all the work and be there every time.  She knows how to teach!!!!!!!!!!!!!!!!!!","Feb 13th, 2011","BIS315","Textbook: Yes","","","","","Quality5.0","3.0",""
"1714780855-1058","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Highly recommend. Was dreading statistics but I ended up enjoying it. Very helpful and genuinely cares about students.","Dec 13th, 2010","BIS315","Textbook: No","","","","","Quality4.5","3.0",""
"1714780855-1059","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","GREAT TEACHER! Makes sure everyone gets it before moving on.  Will stay after class and go over things again to make sure you get them. Very likable women, genuinely wants students to do well.","May 17th, 2010","STATS115","Textbook: No","","","","","Quality5.0","3.0",""
"1714780855-1060","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Good class although it was boring at times.  Andrea is a great professor and is willing to provide assistance when needed.","Feb 4th, 2010","BIS315","Textbook: Yes","","","","","Quality4.5","4.0",""
"1714780855-1061","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Her classes are fun, easy, and interesting.","Apr 9th, 2009","BIS493","Textbook: No","","","","","Quality4.5","1.0",""
"1714780855-1062","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","by far my favorite professor. she is so understanding and makes the student her number one priority. she is just so genuine and I cannot recommend her enough..she makes you want to attend class and learn more. take her class you will be so glad you did!!!!!","Mar 19th, 2009","BIS493","Textbook: Yes","","","","","Quality5.0","2.0",""
"1714780855-1063","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Professor Stone is one of the best teachers that UWB could have!! Not only does she take her time to make sure that the entire class understand the subject, but she does so in a clear and polite manner. If you need to take BIS312, take it from her, NOT FROM CARLISLE.","Dec 1st, 2008","BIS312","Textbook: Yes","","","","","Quality5.0","5.0",""
"1714780855-1064","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","Prof. Stone is really energetic and tries incredibly hard to make her lectures clear and easily absorbed. It upsets me that some students have taken advantage of her polite nature, though.","Nov 9th, 2008","BIS312","Textbook: No","","","","","Quality5.0","2.0",""
"1714780855-1065","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.816 ratingsAndrea StoneInterdisciplinary StudiesUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/1106270","She did a great job at trying to make statics fun, but being in a computer room just didn't make sense. However the new class I am in with her rocks.  She lets you know exactly what is expected of you and works off a straight 100 point class.","Oct 6th, 2008","STATS300A","Textbook: No","","","","","Quality4.5","2.0",""
"1714780880-1066","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","She made our final research exam the largest portion of our grade, and didn't even submit the exam scores until AFTER final grades for the quarter were due. The homework is long, tedious, and takes hours, all for an elective class. Easily the least rewarding, largest workload I've had at uni. I don't know how else to tell you- do not take Rivera.","Jan 3rd, 2019","BIS307","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: No","Quality1.0","4.0",""
"1714780880-1067","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Very unorganized, a lot of the coursework felt like busywork and doesn't grade things on time at all.","Dec 9th, 2018","BIS240","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Helpful 0 0","Quality2.0","3.0",""
"1714780880-1068","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Very unorganized and scatter brained. Told us we could opt out of the final if we got above a 70% on all of our assignments but she hasnt graded all of our assignments. The take home final is due in 4 days and Im still waiting if I can opt out. I emailed her about it but she never responded, very frustrating. Also, get ready for a ton of reading","Dec 8th, 2018","BIS240","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Helpful 1 0","Quality2.0","3.0",""
"1714780880-1069","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Doesn't have the syllabus finished for class. Makes constant changes to the syllabus and doesn't tell you. Inconsistent grader. Has you buy expensive books that you barely use and assigns readings that are dense and upwards of 30 pages last minute! Not very clear on what shes teaching.","Dec 13th, 2017","BIS307","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Helpful 0 1","Quality2.0","3.0",""
"1714780880-1070","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Great discussion-based class. She encourages group work and learning by working with others and asking questions. Reading is heavy as there are reading responses due every week, however the material is really interesting. Makes you question and think critically about the system and the environmental justice structure in the world.","Dec 12th, 2017","BIS307","For Credit: Yes","Would Take Again: Yes","Grade: A+","Grade: A+","Helpful 0 0","Quality5.0","2.0",""
"1714780880-1071","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Rebeca is a very accessible professor. She is willing to make time to meet with students and although she is strict with the due dates for reading everything else shes leinient with. Keep good communication with her and its an easy A. Sometimes the lectures are hard to follow but there are also no tests so its not really a huge deal.","Nov 9th, 2017","BIS307","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality4.0","2.0",""
"1714780880-1072","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","A lof of reaings but as long as you work on it you'll get an easy A.","Apr 3rd, 2017","BIS240","For Credit: Yes","Would Take Again: Yes","Grade: A","Grade: A","","Quality5.0","2.0",""
"1714780880-1073","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","This class wasn't too tough. There is a TON of reading, usually like 4 readings per week with a list of questions to answer, most of them you actually need to read the article because you can't really BS the answers.  But overall the class isn't too hard, just a ton of reading.","Aug 8th, 2016","BIS240","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: No","Quality4.0","3.0",""
