Review_Body,NaiveBayes_UWBR_predictions,NaiveBayes_UWBR_probabilities,roberta_UWBR_predictions,roberta_UWBR_probabilities,electra_UWBR_predictions,electra_UWBR_probabilities,skolkovo_UWBR_predictions,skolkovo_UWBR_probabilities,Date,Helper column,Quarter,Quarter Portion
"Mike is wonderful. He refers to himself as ""the **** of the department"" but as long as you pay attention and don't talk while he's teaching, he's quite nice. He has a good sense of humor and he knows his stuff. If you go to his office hours he will give you the answers to labs and explain why it's the answer.",0,0.987393049,0,0.538290679,0,0.538144112,1,0.951923966,11/18/2008,323,Autumn,Midterm
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,3/11/2008,71,Winter,Quarter End
"He doesn't take any crap from students, which is great. But he can be condescending if you make a mistake and seems to know the material so well that he presumes all the students are on the same page as him. I wasn't, and I found him hard to follow. Though the ""If you got that wrong I'll rip your arm off"" kind of comments are entertaining.",0,0.981273788,0,0.538296819,1,0.65224725,1,0.270965755,3/4/2008,64,Winter,Quarter End
"Hmmm, probably the nerdiest person I have ever seen. He is very funny and nerdy, also he is crazy with the liquid nitrogen, the guy puts his hands with no protection in it.",1,0.94519905,0,0.538288116,1,0.652614951,1,0.779850543,12/11/2006,345,Autumn,Quarter End
"Yes, he's a total geek, and he likes to rant a lot, but he's a good teacher.  One time I had to laugh really hard because he wanted to show us something on the internet, and he muttered ""oh, that's right, I don't have interweb on this computer.""  Too funny.",1,0.942063939,0,0.538288295,0,0.521445692,1,0.898954391,10/25/2006,298,Autumn,Quarter Beginning
"Ok, so he's a total geek - but he loves astronomy, and can really convey that love to his students. His jokes seem to come out of an even mix of Star Trek, The Twilight Zone, and random scientific knowledge. If you attend class and do your homework, the class is easy.",0,0.982055801,0,0.538290739,0,0.507658541,1,0.944108725,9/15/2006,258,Summer,Quarter End
"Amazing professor. Very lecture heavy but the lectures are interesting and engaging. The grade comprised of a midterm, a ""critical intervention"" essay. 5-8 pages where you address a particular philosophical controversy and an authors arguments regarding it. Would have had a final as well but due to the virus they cancelled in class meetings.",0,0.994450105,0,0.53829205,0,0.499142915,0,0.993275404,3/13/2020,73,Winter,Quarter End
Forman came to class as well prepared as he expected is students to be. He did not waste anyone's time or efforts.,1,0.953740435,0,0.538289368,0,0.499182373,0,0.992930114,1/7/2016,7,Winter,Quarter Beginning
Interesting Prof...but very difficult to follow along with. Much reading for the class.,0,0.988081171,0,0.538289368,0,0.499497205,0,0.993325174,1/6/2009,6,Winter,Quarter Beginning
"She is amazing!! Highly recommend her. Although midterms and exams aren't easy, but she makes perfect sense in class which means if you study well enough u'll do fine",0,0.985662286,0,0.538291574,0,0.500488639,0,0.993177891,11/16/2009,320,Autumn,Midterm
We had a good book and she taught from the book.  She would probably still be a good teacher with a bad book because her tests are easy if you pay attention and practice the types of problems she gives.  Most of all she's very appealing to my eyes.,0,0.985154259,0,0.538291335,0,0.49918735,0,0.993233621,9/4/2008,248,Summer,Quarter End
"Ridiculously straight-forward and makes everything clear & easy.  Just study her notes, old exams, and your hw and you will definitely get at least a 3.0 on each midterm. No tricks. We had 3 midterms, no final.  Each midterm was 25% of grade. 5 easy hw assignments, totaled 25%.  Class is curved. I wish I was as skinny as her.. :D",0,0.977260279,0,0.538290441,0,0.550287783,1,0.847238481,3/25/2008,85,Spring,Quarter Beginning
"The lectures are very interactive and worthwhile. The homework is useful preparation, and she also provides enough practice material for exams. It is also easy to get help from her out of class. Advice: Take notes of your own rather than relying on the pre-printed ones from her site. And don't be bugged by her use of ""intuitively"". She rocks!",0,0.992593912,0,0.538292825,0,0.504579008,0,0.991055012,3/15/2008,75,Winter,Quarter End
She made me cry :..(,1,0.89603311,0,0.538295448,0,0.49985829,0,0.987636745,2/25/2008,56,Winter,Quarter End
She takes excellent pictures of book problems.,1,0.973346115,0,0.538288891,0,0.499618709,0,0.992993653,6/29/2007,180,Summer,Quarter Beginning
"She was a good TA and she was pretty good looking.  I made an effort to get into her section again for next quarter in 201.  Advice: Talk to her. If she knows your name and can recognize your face, she is a lot friendlier to you (socially and academically).",0,0.978106848,0,0.53829205,0,0.5009799,0,0.993335724,8/17/2006,229,Summer,Quarter End
I love Professor Belot. I took her intro to French class at the University of Puget Sound as a Freshman and I'm in love with French. Prof. Belot is awesome and is always willing to help.,0,0.986766567,0,0.538287222,0,0.49872759,0,0.993102908,4/7/2016,98,Spring,Quarter Beginning
"Françoise does a great job of walking that line of challenging her students while being considerate of their needs. She seemed to put careful attention into making the experience effective and not totally overwhelming. She's approachable, funny, & patient. Tests and assignments can be rigorous, but the work is helpful and she grades fairly.",0,0.994542972,0,0.538291395,0,0.499472588,0,0.993269861,4/1/2015,91,Spring,Quarter Beginning
Francoise is an amazing teacher.  She really works hard to give you all the tools needed to write a good paper.  Her knowledge and interest in the subject is beyond above average.  She's a fair grader and is always available for extra help.  Her accent is very easy to understand and her patience is god-like.,0,0.987892898,0,0.538290918,0,0.499927878,0,0.992440939,6/14/2011,165,Spring,Quarter End
"One of the most excellent teachers I've ever had.  She's a native French speaker, and will catch your phonetic errors (speaking properly can be hard work).  Very nice, too.",0,0.985054508,0,0.538289011,0,0.500814319,0,0.992783785,11/23/2009,327,Autumn,Midterm
Awesome teacher!!!,1,0.968851022,0,0.538289785,0,0.500284195,0,0.992972136,3/15/2008,75,Winter,Quarter End
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,12/20/2006,354,Autumn,Quarter End
"Yuqiu is probably the cutest professor ever.  While sometimes it's difficult to understand her because English is not her first language, her time spent in Paris reflects in her teaching.  She is a very real person and hilarious at times.  Class may get repetitive but she keeps it entertaining.  And she hates giving out bad grades :)",0,0.980632598,0,0.538289726,0,0.503083766,0,0.989272475,3/14/2010,73,Winter,Quarter End
"She's a great teacher because she's incredibly kind and energetic and funny. She's also really really smart! Not only does she know her French to a T, she gets into these brief epistemology monologues from time to time when she's discussing culture. It's a whole lot of fun and the class is very laid-back. Grading is very forgiving and generous.",1,0.968783791,0,0.538291216,0,0.501476228,0,0.992587864,12/26/2009,360,Autumn,Quarter End
"Fun and easy. I had her for 201 and 202. She's great, very helpful and class is always fun and interesting. Easy grader and you learn a lot about France and its language. I recommend taking her if you are searching for a French class in the 200 series, her class is so much fun!",0,0.989032681,0,0.53829056,0,0.498114675,0,0.993291855,3/29/2009,88,Spring,Quarter Beginning
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,1/30/2009,30,Winter,Midterm
She's really friendly and great at speaking French (and English). Easy grader... a lot of the lecture info is in the book but she's great (sometimes better) at explaining it.,0,0.979171278,0,0.538291335,0,0.498888046,0,0.993081629,3/26/2008,86,Spring,Quarter Beginning
I have had here two quarters in a row and have learned alot from her classes. She is good at make concepts relatable to english despite the fact that she is not a native French or English Speaker. She is the best. pretty easy grader but that doesn't mean you won't learn anything.,0,0.98948687,0,0.538289785,0,0.500647962,0,0.993237615,3/4/2008,64,Winter,Quarter End
"She's a GREAT teacher!!! I've probably learned more from her than any of my other French teachers. Very good at explaining, not too tough of a grader. Highly recommend!",0,0.984193353,0,0.538293958,0,0.501161814,0,0.99210304,6/3/2007,154,Spring,Quarter End
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,3/8/2007,67,Winter,Quarter End
"Meng was a great professor! She made the intensive summer course fun and easy to learn. She cared if her students were learning or not. She was funny, graded very easy, and graded you on your improvement not just one test. I would recommend her as a teacher to anyone!",0,0.981507852,0,0.538289547,0,0.499544561,0,0.993344903,7/31/2006,212,Summer,Midterm
Dr Jaffee made U of W worth it.,1,0.966730287,0,0.538290501,0,0.503517807,0,0.992598057,12/9/2023,343,Autumn,Quarter End
Great Teacher,1,0.952537152,0,0.53829354,0,0.500115097,0,0.993016362,6/5/2013,156,Spring,Quarter End
Confusing grading guidelines.,1,0.971715043,0,0.538288891,0,0.499363869,0,0.992609918,6/10/2011,161,Spring,Quarter End
One of my favorite classes. We had 3 short papers and one final paper to write. I read only the chapters relevant to my papers' topics and got a 3.7. Halfway through the quarter only a third of the class shows up to lectures. He is a really nice and quirky professor,0,0.992031781,0,0.538293719,0,0.500196755,0,0.992864132,1/2/2011,2,Autumn,Quarter End
I think he's an amazing prof!!! He is so clear and a lot of fun to listen to. He seems to know a lot about religion and is extremely knowledgable. I had an amazing time in his class!! BY FAR my BEST PROF EVER!!!!,0,0.980738279,0,0.538289428,0,0.513646781,0,0.992069364,9/11/2006,254,Summer,Quarter End
Amazing Prof... So much fun to listen to. Keeps things interesting,1,0.975984746,0,0.53829813,0,0.498138219,0,0.992752552,7/27/2006,208,Summer,Midterm
"Tatta is a great prof, and as a mentor she is exceptional. I applied for a post-bacc work study in Rome (which she told me about), and I almost got it. I considered Italian as a career thanks to her advising & knowledge of opportunities. She just wrote a letter of rec 6(!) years after I was her student for my grad school app. Amazing professor.",0,0.996320126,0,0.538291633,0,0.498046488,0,0.993314445,1/12/2020,12,Winter,Quarter Beginning
"Class participation and attendance are required to pass this course. You should not take this course unless you are prepared to show up, show interest and put in the work required to learn a new language. However, Sabrina is a fantastic professor with a great sense of humor, who is genuinely interested in your education.",0,0.991381401,0,0.538289726,0,0.498175502,0,0.993471026,2/10/2017,41,Winter,Midterm
Sabrina is a wonderful professor and a very kind person. She cares about if you learn or not and genuinely has an interest in her students.,1,0.956130196,0,0.538290322,0,0.498427927,0,0.993076086,2/1/2017,32,Winter,Midterm
Sabrina is great. She's hilarious and loved learning from her. She makes it fun and the class isn't hard at all. A lot like spanish too. She goes at a good speed and makes it easy and fun ti learn.,1,0.972195304,0,0.538288832,0,0.500992239,0,0.991378188,2/1/2017,32,Winter,Midterm
"Sabrina is literally THE BEST.  Her class always a good time and super engaging, but not overly hard.  She goes over not only the basics, but culture, and basic survival essentials.  Sabrina is a total sweetheart who has your interests inside and outside of class in mind!",1,0.966883033,0,0.538290977,0,0.502646148,0,0.992162049,1/31/2017,31,Winter,Midterm
"Sabrina is an amazing adviser, and I have to think she would be an awesome professor (if only she taught French instead of Italian).  She is funny, genuine, and the best adviser hands down I've met with at UW.",0,0.982342367,0,0.538290679,0,0.499129385,0,0.992057502,10/7/2014,280,Autumn,Quarter Beginning
"To say that Sabrina is one of the most influential UW faculty members throughout my college experience is an understatement. Her kindness, generosity, and selfless desire to ensure students get the most out of her class (and the French/Italian department) is truly something to behold. I would not be where I am without her mentorship and advice.",0,0.989157116,0,0.538291633,0,0.499090075,0,0.993159533,3/20/2014,79,Winter,Quarter End
"Sabrina was the most engaging, hardworking, kind, and capable advisor that I have ever had. She helped me to procure internships, has written countless letter of recommendations for me, and has helped me to realize many of my career goals. I highly recommend her to anyone who is seeking a caring and competent advisor, teacher and mentor.",0,0.985166255,0,0.538289785,0,0.499440402,0,0.993068337,3/12/2014,71,Winter,Quarter End
Sabrina is wonderful- very passionate and helpful.  Truly is the epitome of a great teacher.,1,0.928843751,0,0.538290143,0,0.502245784,0,0.992753923,12/9/2013,343,Autumn,Quarter End
"I had Sabrina for 202 and 203 and she is AMAZING. I love her attitude, that she encourages all students to speak and helps everyone get better. She makes the class very lighthearted and introduces you to a lot of new vocab. Just ask, and Sabrina will tell you all you need to know. She is one of my favorite Italian instructors, so wonderful!",1,0.960847573,0,0.538288891,0,0.49944973,0,0.992807746,6/21/2012,173,Summer,Quarter Beginning
She's one of my favorite Italian professors at the UW. She's a bit of a hard grader but she wants you to really understand the material. She's really good at explaining things especially with concepts such as grammar. Plus if you mess up on something she'll actually encourage you and make you feel better. She's also really funny and easy to talk to,0,0.986002446,0,0.53829062,0,0.50005877,0,0.988845885,3/9/2012,69,Winter,Quarter End
She is great. She really wants you to learn. Understandable Italian and amazing English. I would pick her for any 200 level class she teaches!,0,0.978177265,0,0.538288295,0,0.500742793,0,0.992373168,2/17/2012,48,Winter,Midterm
"Looked forward to class every day--Sabrina was always engaging, always had an interesting lesson plan, and genuinely cared about student progress.  If you really want to learn Italian, Sabrina can make it happen.",1,0.965524564,0,0.53829062,0,0.498394549,0,0.993257999,4/22/2011,112,Spring,Quarter Beginning
"Did not enjoy having Sabrina as a teacher. A lot of students seemed to like her, but I personally did not enjoy/understand her humor. She was short with us when we didn't not understand a concept and did not make actual lesson plans past going over the previous night's homework which was extremely boring. Would have dropped Italian if it was 101.",0,0.990234693,0,0.538291097,0,0.499033302,0,0.988057017,3/21/2011,80,Winter,Quarter End
"I LOVE Sabrina! She is absolutely HILARIOUS and by far my favorite professor so far at UW. She explains concepts very well and makes sure her students understand everything. Tests are hard, but she's worth it.",0,0.979357264,0,0.538290083,0,0.500956893,0,0.988000333,11/23/2010,327,Autumn,Midterm
"I thought she was a great teacher. Her lessons were always filled with enthusiasm and a great depth of knowledge. She has a great understanding of the culture beyond the language. In addition, she encourages students to experience many aspect of Italian culture.",0,0.988026738,0,0.538292289,0,0.49868235,0,0.99305892,11/21/2010,325,Autumn,Midterm
"No matter when I stopped by her office for advice about French courses or post-graduate programs, Sabrina always made time to see me. She answered all my questions, helped me take holds off my registration, and went out of her way to recommend me for awards. She made it easy to navigate the school's tangled administrative policies.",0,0.993606452,0,0.538290739,0,0.499338299,0,0.993125558,8/9/2010,221,Summer,Quarter End
"Excellent professor.Teaches principles clearly and with great personal understanding. Even in an accelerated 15cr course, incorporates so much repetition and practice that you thoroughly understand each concept before moving on.Encouraging and willing to study with students outside of class. Students understand her expectations very clearly.",0,0.992382826,0,0.538293302,0,0.498455673,0,0.993193328,7/26/2010,207,Summer,Midterm
I LOVE Sabrina! I would take her every quarter if I could.  I am astounded anyone wouldn't like her.  she is the most helpful and clear italian teacher out there! entertaining and wonderful all around!,1,0.968998734,0,0.538288832,0,0.501199961,0,0.991186082,3/22/2010,81,Winter,Quarter End
"Sabrina is very smart, hilLarious and a great teacher. She makes the class fun and interesting, especially because she's not an old crusty man professor. She's very helpful and I learned a lot in her class.",1,0.931449124,0,0.538288295,0,0.504084647,1,0.971143782,8/21/2009,233,Summer,Quarter End
"i really admire sabrina's enthusiasm and passion for languages, both italian and english. she wasn't the most organized or experienced professor but i thoroughly enjoyed her class, she made it fun and interesting.",0,0.981581236,0,0.538291037,0,0.498233259,0,0.992901385,8/12/2009,224,Summer,Quarter End
Best Italian teacher I have had by far.  Thoroughly enjoyed her class!!,1,0.972118731,0,0.538286984,0,0.500306904,0,0.990735471,6/21/2009,172,Summer,Quarter Beginning
I agree that she often comes unprepared.  Seems more concerned that we find her entertaining than learn anything.  Mi dispiace.,1,0.974363318,0,0.538290322,0,0.513310134,0,0.990824878,7/30/2008,212,Summer,Midterm
"Can NOT explain 200-level grammatical concepts. Always comes to class unprepared and then chalks everything up to the fact that she didn't design the course.  If you actually enjoy Italian, try taking somebody else.",0,0.98316645,0,0.538290083,0,0.501958609,0,0.980997324,3/4/2008,64,Winter,Quarter End
Sabrina is the most beautiful Italian woman I have ever seen. She is so hot. Her Italian is the cutest thing ever. LOVE hearing stories about her life.  Totally owns up to the fact that she didn't design the course and makes it awesome. She is a FABULOUS teacher.cher,1,0.971894817,0,0.538288474,0,0.512515485,0,0.986508489,2/22/2008,53,Winter,Quarter End
"LOVED HER!  Best language teacher I've ever had.  If language isn't your strong suit, take her class!  She explains everything clearly without making you feel like an idiot when making mistakes.  Would have her every quarter if I could.",1,0.948182383,0,0.538297296,1,0.742172897,1,0.195393294,1/28/2008,28,Winter,Quarter Beginning
one of the two best profs I've had at UW!,1,0.972625457,0,0.538297415,0,0.499712884,0,0.992590547,12/9/2007,343,Autumn,Quarter End
"Funny, smart, won't give makeups.",1,0.751496249,0,0.538288772,0,0.501008391,0,0.986028731,7/20/2007,201,Summer,Midterm
e'fantastico!,1,0.89767391,0,0.538289785,0,0.499991536,0,0.982619047,7/10/2007,191,Summer,Quarter Beginning
Excellent communicator with entertaining style.,1,0.967450906,0,0.538290977,0,0.501620948,0,0.9929685,1/18/2007,18,Winter,Quarter Beginning
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,9/25/2006,268,Summer,Quarter End
"Very good at explaining material so it makes sense.  Even though the course was excelerated, she stayed on each area until the majority of the class understood.  Very enthusiastic, fun teaching style!  Willing to spend extra time to help tutor, and even came to some of our student study sessions before the exams. Best professor I've had at UW.",0,0.995962615,0,0.538291156,0,0.498070806,0,0.993407369,7/29/2006,210,Summer,Midterm
"Best class I've taken at the UW, or anywhere for that matter.",1,0.975865718,0,0.538289487,0,0.498923898,0,0.993207037,7/22/2006,203,Summer,Midterm
"Professor Sumant prepares for his class well and he alwasys answers emails very fast. He does try to teach a lot but I also feel very clear about the material. Exams are flexible,but not that hard. I have learned a lot, but it was a little bit struggle though.",0,0.981291719,0,0.538289845,0,0.499249876,0,0.993217766,6/16/2011,167,Spring,Quarter End
"Sumant is indeed aboss. He is unflappable, and knows his material inside and out. Not warm per se, but surely wants students to succeed. The class is difficult, though, recommmend attending everyclass and doing review problems.",1,0.956421511,0,0.538291872,0,0.522964239,0,0.992424011,9/19/2010,262,Summer,Quarter End
Summant is a boss. It's a bit difficult to understand him because of his heavy accent but if you sit in the front your fine. He understands economics more than any other teacher I've had. Highly recommend him.,0,0.982385234,0,0.538290262,0,0.503098249,0,0.992085397,12/8/2009,342,Autumn,Quarter End
"Definitely a good instructor for ECON 300. He gives practice exams before the midterms and finals. No required textbook, which saves you a lot of money.",0,0.982199771,0,0.538291156,0,0.49963668,0,0.992939591,9/11/2009,254,Summer,Quarter End
He's a good instructor for ECON 300.,1,0.962461452,0,0.538287938,0,0.499340922,0,0.993108273,3/13/2009,72,Winter,Quarter End
Good teacher. Knows what he is teaching. Though sometimes he can be a bit unclear.,0,0.978054379,0,0.53829056,0,0.500383377,0,0.992979825,7/18/2006,199,Summer,Midterm
"great prof, really interesting. pay attention to the reading and you'll do fine.",0,0.984496302,0,0.538290679,0,0.498423725,0,0.992696047,3/8/2012,68,Winter,Quarter End
"Prof. Boynton is the absolute best professor I've had in 3 years so far at the UW. He truly cares about students and greatly invests himself in supporting learning. This class was stimulating and interesting - I would take it again. Fair grader, cares more that you make an effort and engage and show improvement than anything else.",0,0.978861807,0,0.538290739,0,0.498198241,0,0.993196726,1/13/2012,13,Winter,Quarter Beginning
Never before have I felt so unsupported by an instructor. I don't even feel equipped to ask questions about what I'm confused by.,0,0.978673968,0,0.538289726,0,0.501418114,0,0.993038595,11/28/2011,332,Autumn,Midterm
"Class covers an EXTREMELY broad scope of history, philosophy and science. Students are expected to absorb heaps of knowledge and  somehow connect and decipher all of it. Grading style unclear and confusing, readings can be quite dry.",0,0.988449451,0,0.538291514,0,0.500229478,0,0.992317438,12/7/2009,341,Autumn,Quarter End
"Wasn't any worse than a lot of other physics professors, he seems to get a bad rap, mostly by non-science kids. It's true you need to self study a lot, but people act like that's absurd for the students to have to work on their own time. Hardest multiple choice tests I've taken, but they were curved well. Worked decently hard and got a good grade.",0,0.990040436,0,0.538290262,0,0.504348874,0,0.991194606,9/14/2009,257,Summer,Quarter End
"This class confirms my hate for physics at the UW.  Avoid Boynton unless you want to do ENDLESS studying on your own.  Even if you did, it doesn't work.  He steals convoluted slides from other professors and reads off of them. Goes into boring, useless tangents.  Although he does communicate with the class a lot through emails.",1,0.969813996,0,0.538288832,0,0.542458653,1,0.922034383,3/23/2009,82,Winter,Quarter End
"Third test average was 43.2/100. He does not know how to teach material, he wants us to ask questions but he hasn't taught us enough for us to formulate questions. He understands what he's saying and expects us to as well but we're not physics professors. Steer Clear!!",0,0.989736274,0,0.538290203,0,0.49980706,0,0.993050814,3/14/2009,73,Winter,Quarter End
"Asks questions on the test that are not similar to questions you have seen, has terrible slides and learn more by reading book",0,0.982188173,0,0.538298368,0,0.498670965,0,0.992779911,3/7/2009,66,Winter,Quarter End
"AVOID! Clearly he knows the material, but has no clue how to teach it. Will spend 10 minutes lecturing on a part of the demo unrelated to course material. He didn't cover a thing on our third midterm, and everyone guessed their answers. He can't explain anything.",0,0.978934405,0,0.538290262,0,0.499340206,0,0.990896285,3/6/2009,65,Winter,Quarter End
"This professor has absolutely no clue how to teach his students. He asks you to do extra problems outside those already required in order to succeed in this course. I ended up dropping the course to try again this next quarter with another professor. If at all possible, go take the course with any one else. Any one at all.",0,0.991790598,0,0.538289368,0,0.499358535,1,0.95386821,2/23/2009,54,Winter,Quarter End
"He's not the best professor in the world, but its not absolutely necessary to switch out of his class either. He knows what he's talking about but can be a little cold at times. He bases lectures off the book so either read the book or go to lecture. Youll fail if you do neither",1,0.970074807,0,0.538291574,0,0.501092196,0,0.986308157,2/22/2009,53,Winter,Quarter End
"He knows physics; you can tell it’s his life. Sometimes he can be funny, other times cold. Overall teaching ability: 7.5. It may be cuz I’m not all into physics. The course itself relies heavily on the text book, if you don’t read the book, you will suck.",0,0.985715886,0,0.53828913,1,0.710541487,1,0.334686965,3/20/2008,80,Winter,Quarter End
"Boynton is awesome. Unfortunately, you have to come into class having read the appropriate section in the book in order for anything he says to make sense. Do this and the class isn't bad. The lectures are helpful, but not mandatory. The demos help to understand some concepts. He's a physics nerd through-and-through. Which leads to some humor.",0,0.98125034,0,0.538290977,0,0.528490007,1,0.970472395,3/7/2008,67,Winter,Quarter End
"today, he goes off on a 30 minute example and when asked about it, he responds ""i'm trying to let you know the insides of how the problems work, but don't worry, you won't be tested on this""... It's the day before the test. and he is teaching us abstract info like density of putty. avoid",0,0.98241391,0,0.538296402,0,0.499453545,0,0.982270896,2/21/2008,52,Winter,Midterm
"This is a very interesting class. Paul is very bright. Unfortunately he is absolutely horrible as a teacher. Unclear slides, homeworks, expectations, and grading style. The whole class was completely unaware on how the class was graded the entire quarter. Furthermore He throws tons of information at you and expects you to decipher it on your own.",0,0.984466138,0,0.538290203,0,0.521497488,1,0.962048709,8/29/2007,241,Summer,Quarter End
Paul reads from poorly written notes that do a bad job of highlighting important points. He's very unapproachable and ocassionally makes rather off-color remarks.,1,0.913657106,0,0.538291574,1,0.567122459,1,0.977270126,11/30/2006,334,Autumn,Quarter End
One of the worst professors to whom I have been subjected. He would refuse to answer questions after class and even screwed up one of his test questions and only accepted the WRONG answer despite the fact that several students brought it to his attention. A kid asked a question one time and Boynton answered him in ITALIAN. He wears sweaters.,1,0.970577332,0,0.538288534,0,0.552209139,1,0.915257812,8/30/2006,242,Summer,Quarter End
lots of homework and not very accessible outside the classroom,0,0.982438234,0,0.538297892,0,0.500060439,0,0.993157923,12/19/2023,353,Autumn,Quarter End
She speaks very slowly and lectures were boring- did not learn much about design throughout the entire quarter,1,0.975097578,0,0.538298249,0,0.502333999,0,0.984337866,12/19/2023,353,Autumn,Quarter End
Avoid- Does not give feedback and harsh grader,1,0.952672348,0,0.538296819,0,0.502664804,0,0.991616786,12/19/2023,353,Autumn,Quarter End
"She's passionate about design but her grading is pretty tough on small details, assignment averages are lower than most STEM courses I've taken. She teaches the content well and makes it interesting, and her feedback is helpful. The assignments are pretty fun but make sure to not miss lectures, especially for critique days (you can't make it up).",0,0.996916316,0,0.538296223,0,0.499486744,0,0.993493617,12/8/2023,342,Autumn,Quarter End
Out of touch and difficult to work with. Avoid,1,0.9702992,0,0.538297296,0,0.503310323,0,0.993078887,11/20/2023,324,Autumn,Midterm
"As a VCD major Annabelle is a super refreshing professor b/c she really encourages individuality and finding your own style, which I haven't encountered in many others. She gives good detailed feedback during crit. She's super knowledgable and pushes students but at the same time kind and approachable. Grades pretty much according to effort put in.",1,0.974303549,0,0.538290918,0,0.505160809,0,0.993162036,11/14/2023,318,Autumn,Midterm
"Really great class for people who enjoy designing, but aren't amazing at it. Project were relevant and useful (resume, presentation design, storyboard). She gave specific feedback on every student's resume, which was super cool. Interesting lectures once a week, the other day was for critique. There is a bit of work, but it's a lot of fun!",0,0.995207277,0,0.538291633,0,0.497929126,0,0.993200481,8/21/2022,233,Summer,Quarter End
"Professor Gould is a real gem. She is grounded in reality, knows her stuff, and is willing to learn even from students. She will grade you hard if you don't try and she is a bit out of touch but like i said she will listen. Highly recommend Prof Gould.",1,0.976257192,0,0.538290322,0,0.509259045,0,0.99298805,1/7/2020,7,Winter,Quarter Beginning
"Annabelle is the best design prof. I've ever had. She is always receptive and she is helpful, while at the same time, great at giving critique.",0,0.980643783,0,0.538291812,0,0.498933107,0,0.992948055,5/7/2016,128,Spring,Midterm
"really smart, really tough. she requires a lot of hard work from her students but i admire her talent & her teaching style. she doesn't hold your hand or give you undue praise, so i think some people find her cold, but i thought she was supportive and helpful when i asked for it. she encourages experimentation & recognizes hard work & development.",0,0.989619785,0,0.538290322,0,0.500429034,0,0.993141472,8/12/2009,224,Summer,Quarter End
"Annabelle was very helpful!  I liked her attitude towards design, which is not reflected in the actions of her other colleagues, who are much more narrow and critical.  Her class was great, and I learned a lot!  Be advised, you will work hard in this class!",0,0.985231191,0,0.538293362,0,0.499402285,0,0.993068814,8/8/2008,221,Summer,Quarter End
"I loved Annabelle! She was very helpful and clear and I enjoyed this class, despite some of the projects totally kicking my ass!",1,0.928409504,1,0.538301528,1,0.716317356,1,0.185378864,3/17/2007,76,Winter,Quarter End
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,2/13/2007,44,Winter,Midterm
Annabelle is a great teacher. One thing I like about her more than the other VCD profs is that she always encourages experimentation and individuality.,1,0.934778086,0,0.538291872,0,0.499958277,0,0.993189096,5/20/2006,140,Spring,Quarter End
"World History of AIDS was very interesting! Lynn Thomas is a bit of a tough grader, but her feedback is good. We also had the option to do a podcast as the final project instead of an essay which was fun. There is a good amount of reading but the readings were interesting.",0,0.993990292,0,0.538291752,0,0.499452293,0,0.99283278,10/19/2023,292,Autumn,Quarter Beginning
"Really great professor, I would 100% take her class again. She's really passionate about what she teaches, and the coursework is not hard. Felt like a high school senior history class. The only thing was that the due dates for assignments were often in the morning (EX: Due at 9 am), but other than that I would recommend any class she teaches.",0,0.990707695,0,0.538290143,0,0.49887228,0,0.993506908,3/12/2023,71,Winter,Quarter End
Lynn is an awesome teacher. She is very open to student participation and that helps your grade a lot! She is also very knowledgable about what she's teaching. Take advantage of those extra credit opportunities!,0,0.992133375,0,0.538289785,0,0.507058918,0,0.993375003,12/9/2016,344,Autumn,Quarter End
"Super engaging and wants to help students do well.  Not intended to be an easy A (I think that's why some commenters are grumpy), but you learn a lot about an extremely important subject!  I would definitely recommend this class!",0,0.98493294,0,0.538290739,0,0.501802087,0,0.993128777,8/5/2016,218,Summer,Midterm
"She teaches very carefully, with every class activity carefully designed, and is extremely thorough with paper feedback. She has high standards and cares that you learn about writing, research, and presentation.",0,0.989551665,0,0.538290441,0,0.49872759,0,0.993248224,5/13/2016,134,Spring,Midterm
"Worst class I've ever taken. Ridiculous amount of reading, talks too fast during lectures,  assigns way too much for a 100 level class, (three books, papers, midterm, final, weekly essay, etc), DO NOT TAKE UNLESS YOU HAVE TO",0,0.980936341,0,0.538296342,1,0.562813401,1,0.801047385,11/11/2015,315,Autumn,Quarter Beginning
"Professor Thomas's class was the the most engaging history course I have ever taken. It was not easy, and her expectations were very high, but she made herself extremely available and helpful both during class and at office hours.",0,0.990662521,0,0.538289845,0,0.499624878,0,0.993317962,6/3/2012,155,Spring,Quarter End
"Lectures were engaging and helpful.  Extremely knowledgeable and answered questions thoroughly and thoughtfully.  Not an ""easy"" class but I learned a lot.  Prepare for tests.  Most everything is graded by a TA, so get to know them and how they grade.",0,0.988596099,0,0.538290679,0,0.499228001,0,0.993430078,1/24/2011,24,Winter,Quarter Beginning
"Extremely unclear, pompous, especially rude in one on one meetings, unreasonable grader, do yourself a favor and take hist 388 with someone else",1,0.876737567,1,0.538298547,0,0.547548354,1,0.86327213,12/29/2010,363,Autumn,Quarter End
